"Table S3. Molecular formulas, point group symmetry, and common organic functional groups for the molecules in the GDB9-W1-F12 database. ",,,,Carbonyls,Hydroxyl,Ester (cyclic or acyclic),Nitrogens w/o hydrogens,,,Carbons w/o hydrogens,,,,,
dsgdb9nsd_002152,C6H10O,7,C1,0,1,0,0,0,0,1,2,2,1,0,
dsgdb9nsd_002153,C7H12,7,C1,0,0,0,0,0,0,1,2,2,2,0,
dsgdb9nsd_002154,C6H10O,7,C1,0,0,1,0,0,0,1,2,1,2,0,
dsgdb9nsd_002155,C6H10O,7,C1,1,0,0,0,0,0,1,1,3,1,0,
dsgdb9nsd_002156,C5H9NO,7,C1,1,0,0,0,1,0,1,1,2,1,0,
dsgdb9nsd_002157,C5H9NO,7,C1,0,0,1,0,1,0,1,1,2,1,0,
dsgdb9nsd_002158,C5H8O2,7,C1,1,0,1,0,0,0,1,1,2,1,0,
dsgdb9nsd_002159,C5H8O2,7,C1,1,0,1,0,0,0,1,1,2,1,0,
dsgdb9nsd_002160,C5H8O2,7,C1,1,0,1,0,0,0,1,1,2,1,0,
dsgdb9nsd_002161,C4H7NO2,7,C1,0,0,2,0,1,0,1,1,1,1,0,
dsgdb9nsd_002162,C4H6O3,7,C1,1,0,2,0,0,0,1,1,1,1,0,
dsgdb9nsd_002163,C5H9NO,7,C1,1,0,0,1,0,0,1,0,3,1,0,
dsgdb9nsd_002164,C4H8N2O,7,C1,1,0,0,1,1,0,1,0,2,1,0,
dsgdb9nsd_002165,C4H7NO2,7,C1,1,0,1,1,0,0,1,0,2,1,0,
dsgdb9nsd_002166,C4H7NO2,7,C1,1,0,1,0,0,1,1,1,2,0,0,
dsgdb9nsd_002167,C5H8O2,7,C1,1,1,0,0,0,0,1,1,3,0,0,
dsgdb9nsd_002168,C4H7NO2,7,C1,1,1,0,0,1,0,1,1,2,0,0,
dsgdb9nsd_002169,C4H7NO2,7,C1,0,1,1,0,1,0,1,1,2,0,0,
dsgdb9nsd_002171,C4H7NO2,7,C1,1,1,0,0,1,0,1,1,2,0,0,
dsgdb9nsd_002172,C4H6O3,7,C1,1,1,1,0,0,0,1,1,2,0,0,
dsgdb9nsd_002182,C5H8O2,7,C1,1,1,0,0,0,0,1,2,1,1,0,
dsgdb9nsd_002183,C6H10O,7,C1,1,0,0,0,0,0,1,2,1,2,0,
dsgdb9nsd_002184,C5H8O2,7,C1,1,1,0,0,0,0,1,2,1,1,0,
dsgdb9nsd_002185,C5H9NO,7,C1,1,0,0,1,0,0,1,1,1,2,0,
dsgdb9nsd_002186,C5H9NO,7,C1,1,0,0,1,0,0,1,1,1,2,0,
dsgdb9nsd_002188,C4H7NO2,7,C1,1,1,0,0,1,0,1,2,0,1,0,
dsgdb9nsd_002189,C5H9NO,7,C1,0,0,1,0,1,0,1,2,0,2,0,
dsgdb9nsd_002190,C4H8N2O,7,C1,0,0,1,0,1,1,1,2,0,1,0,
dsgdb9nsd_002191,C4H7NO2,7,C1,0,1,1,0,1,0,1,2,0,1,0,
dsgdb9nsd_002192,C5H8O2,7,C1,1,0,1,0,0,0,1,2,0,2,0,
dsgdb9nsd_002193,C4H7NO2,7,C1,1,0,1,0,0,1,1,2,0,1,0,
dsgdb9nsd_002194,C4H6O3,7,C1,1,1,1,0,0,0,1,2,0,1,0,
dsgdb9nsd_002195,C4H6O3,7,C1,1,2,0,0,0,0,1,2,1,0,0,
dsgdb9nsd_002196,C6H10O,7,CS,1,0,0,0,0,0,1,2,1,2,0,
dsgdb9nsd_002197,C5H8O2,7,C1,1,1,0,0,0,0,1,2,1,1,0,
dsgdb9nsd_002198,C5H9NO,7,C1,1,0,0,1,0,0,1,1,1,2,0,
dsgdb9nsd_002199,C5H9NO,7,CS,1,0,0,0,1,0,1,2,0,2,0,
dsgdb9nsd_002200,C5H8O2,7,CS,1,0,1,0,0,0,1,2,0,2,0,
dsgdb9nsd_002201,C4H7NO2,7,C1,1,1,0,1,0,0,1,1,1,1,0,
dsgdb9nsd_002202,C4H6O3,7,CS,1,2,0,0,0,0,1,2,1,0,0,
dsgdb9nsd_002211,C7H12,7,C1,0,0,0,0,0,0,1,1,4,1,0,
dsgdb9nsd_002212,C6H10O,7,C1,0,0,1,0,0,0,1,1,3,1,0,
dsgdb9nsd_002213,C6H10O,7,C1,0,0,1,0,0,0,1,1,3,1,0,
dsgdb9nsd_002214,C5H8O2,7,C1,0,0,2,0,0,0,1,1,2,1,0,
dsgdb9nsd_002215,C6H10O,7,C1,0,1,0,0,0,0,1,1,4,0,0,
dsgdb9nsd_002216,C5H8O2,7,C1,0,1,1,0,0,0,1,1,3,0,0,
dsgdb9nsd_002217,C6H10O,7,C1,0,1,0,0,0,0,1,2,2,1,0,
dsgdb9nsd_002218,C5H8O2,7,C1,0,1,1,0,0,0,1,2,1,1,0,
dsgdb9nsd_002219,C5H8O2,7,C1,0,1,1,0,0,0,1,2,1,1,0,
dsgdb9nsd_002220,C7H12,7,C1,0,0,0,0,0,0,1,2,2,2,0,
dsgdb9nsd_002221,C6H10O,7,C1,0,1,0,0,0,0,1,2,2,1,0,
dsgdb9nsd_002222,C6H10O,7,C1,0,0,1,0,0,0,1,2,1,2,0,
dsgdb9nsd_002223,C6H10O,7,C1,0,0,1,0,0,0,1,2,1,2,0,
dsgdb9nsd_002224,C5H8O2,7,C1,0,1,1,0,0,0,1,2,1,1,0,
dsgdb9nsd_002225,C5H8O2,7,C1,0,2,0,0,0,0,1,2,2,0,0,
dsgdb9nsd_002226,C4H6O3,7,C1,0,2,1,0,0,0,1,2,1,0,0,
dsgdb9nsd_002227,C7H10,7,C1,0,0,0,0,0,0,1,3,2,1,0,
dsgdb9nsd_002228,C5H7NO,7,C1,0,0,1,1,0,0,1,2,1,1,0,
dsgdb9nsd_002229,C6H9N,7,C1,0,0,0,0,1,0,1,3,1,1,0,
dsgdb9nsd_002230,C6H8O,7,C1,0,0,1,0,0,0,1,3,1,1,0,
dsgdb9nsd_002231,C6H8O,7,C1,0,1,0,0,0,0,1,3,2,0,0,
dsgdb9nsd_002232,C7H10,7,C1,0,0,0,0,0,0,1,3,2,1,0,
dsgdb9nsd_002233,C5H7NO,7,C1,0,0,1,1,0,0,1,2,1,1,0,
dsgdb9nsd_002234,C6H9N,7,C1,0,0,0,0,1,0,1,3,1,1,0,
dsgdb9nsd_002235,C6H8O,7,C1,0,0,1,0,0,0,1,3,1,1,0,
dsgdb9nsd_002236,C6H8O,7,C1,0,1,0,0,0,0,1,3,2,0,0,
dsgdb9nsd_002237,C7H12,7,C1,0,0,0,0,0,0,1,1,4,1,0,
dsgdb9nsd_002238,C6H10O,7,C1,0,0,1,0,0,0,1,1,3,1,0,
dsgdb9nsd_002239,C6H10O,7,C1,0,0,1,0,0,0,1,1,3,1,0,
dsgdb9nsd_002240,C6H10O,7,C1,0,0,1,0,0,0,1,1,3,1,0,
dsgdb9nsd_002241,C5H8O2,7,C1,0,0,2,0,0,0,1,1,2,1,0,
dsgdb9nsd_002242,C6H10O,7,C1,0,0,1,0,0,0,1,1,3,1,0,
dsgdb9nsd_002243,C5H9NO,7,C1,0,0,1,0,1,0,1,1,2,1,0,
dsgdb9nsd_002244,C5H8O2,7,C1,0,0,2,0,0,0,1,1,2,1,0,
dsgdb9nsd_002245,C6H10O,7,C1,0,1,0,0,0,0,1,1,4,0,0,
dsgdb9nsd_002246,C5H8O2,7,C1,0,1,1,0,0,0,1,1,3,0,0,
dsgdb9nsd_002247,C5H8O2,7,C1,0,1,1,0,0,0,1,1,3,0,0,
dsgdb9nsd_002248,C6H8O,7,C1,1,0,0,0,0,0,2,1,2,1,0,
dsgdb9nsd_002249,C5H7NO,7,C1,1,0,0,0,1,0,2,1,1,1,0,
dsgdb9nsd_002250,C5H7NO,7,C1,0,0,1,0,1,0,2,1,1,1,0,
dsgdb9nsd_002251,C5H6O2,7,C1,1,0,1,0,0,0,2,1,1,1,0,
dsgdb9nsd_002252,C5H7NO,7,C1,1,0,0,1,0,0,2,0,2,1,0,
dsgdb9nsd_002253,C5H7NO,7,C1,1,0,0,0,1,0,2,1,1,1,0,
dsgdb9nsd_002254,C5H6O2,7,C1,1,0,1,0,0,0,2,1,1,1,0,
dsgdb9nsd_002255,C4H6N2O,7,C1,0,0,1,0,1,1,2,1,1,0,0,
dsgdb9nsd_002257,C5H6O2,7,C1,1,1,0,0,0,0,2,1,2,0,0,
dsgdb9nsd_002258,C4H5NO2,7,C1,1,1,0,0,1,0,2,1,1,0,0,
dsgdb9nsd_002260,C4H4O3,7,C1,1,1,1,0,0,0,2,1,1,0,0,
dsgdb9nsd_002262,C5H9NO,7,C1,0,1,0,1,0,0,1,1,2,1,0,
dsgdb9nsd_002263,C5H9NO,7,C1,0,1,0,0,1,0,1,2,1,1,0,
dsgdb9nsd_002264,C5H8O2,7,C1,0,1,1,0,0,0,1,2,1,1,0,
dsgdb9nsd_002265,C7H12,7,C1,0,0,0,0,0,0,1,2,2,2,0,
dsgdb9nsd_002266,C6H10O,7,C1,0,1,0,0,0,0,1,2,2,1,0,
dsgdb9nsd_002267,C6H10O,7,C1,0,0,1,0,0,0,1,2,1,2,0,
dsgdb9nsd_002268,C6H10O,7,C1,0,0,1,0,0,0,1,2,1,2,0,
dsgdb9nsd_002269,C5H8O2,7,C1,0,1,1,0,0,0,1,2,1,1,0,
dsgdb9nsd_002270,C5H8O2,7,C1,0,2,0,0,0,0,1,2,2,0,0,
dsgdb9nsd_002271,C7H10,7,C1,0,0,0,0,0,0,1,2,4,0,0,
dsgdb9nsd_002272,C6H8O,7,C1,0,0,1,0,0,0,1,2,3,0,0,
dsgdb9nsd_002273,C6H8O,7,C1,0,0,1,0,0,0,1,2,3,0,0,
dsgdb9nsd_002274,C6H9N,7,C1,0,0,0,1,0,0,1,1,4,0,0,
dsgdb9nsd_002275,C5H7NO,7,C1,0,0,1,1,0,0,1,1,3,0,0,
dsgdb9nsd_002276,C5H7NO,7,C1,0,0,1,1,0,0,1,1,3,0,0,
dsgdb9nsd_002277,C5H8N2,7,C1,0,0,0,2,0,0,1,0,4,0,0,
dsgdb9nsd_002278,C4H7NO2,7,C1,0,0,2,0,1,0,0,2,2,0,0,
dsgdb9nsd_002279,C6H10O,7,C1,1,0,0,0,0,0,0,2,4,0,0,
dsgdb9nsd_002280,C5H8O2,7,C1,1,0,1,0,0,0,0,2,3,0,0,
dsgdb9nsd_002281,C5H8O2,7,C1,1,0,1,0,0,0,0,2,3,0,0,
dsgdb9nsd_002282,C5H9NO,7,C1,1,0,0,1,0,0,0,1,4,0,0,
dsgdb9nsd_002283,C5H9NO,7,C1,1,0,0,0,1,0,0,2,3,0,0,
dsgdb9nsd_002284,C4H7NO2,7,C1,1,0,1,0,1,0,0,2,2,0,0,
dsgdb9nsd_002285,C5H8O2,7,C1,1,0,1,0,0,0,0,2,3,0,0,
dsgdb9nsd_002286,C4H6O3,7,C1,1,0,2,0,0,0,0,2,2,0,0,
dsgdb9nsd_002287,C7H10,7,C1,0,0,0,0,0,0,2,1,3,1,0,
dsgdb9nsd_002289,C6H8O,7,C1,0,0,1,0,0,0,2,1,2,1,0,
dsgdb9nsd_002290,C5H9NO,7,C1,0,0,1,1,0,0,1,0,3,1,0,
dsgdb9nsd_002302,C7H10,7,C1,0,0,0,0,0,0,2,2,1,2,0,
dsgdb9nsd_002303,C6H8O,7,C1,0,1,0,0,0,0,2,2,1,1,0,
dsgdb9nsd_002304,C6H9N,7,C1,0,0,0,1,0,0,2,1,1,2,0,
dsgdb9nsd_002305,C6H9N,7,C1,0,0,0,0,1,0,2,2,0,2,0,
dsgdb9nsd_002306,C6H8O,7,C1,0,0,1,0,0,0,2,2,0,2,0,
dsgdb9nsd_002307,C7H10,7,C1,0,0,0,0,0,0,1,3,2,1,0,
dsgdb9nsd_002309,C6H9N,7,C1,0,0,0,1,0,0,1,2,2,1,0,
dsgdb9nsd_002310,C5H8N2,7,C1,0,0,0,2,0,0,1,1,2,1,0,
dsgdb9nsd_002311,C6H9N,7,C1,0,0,0,0,1,0,1,3,1,1,0,
dsgdb9nsd_002312,C5H8N2,7,C1,0,0,0,1,1,0,1,2,1,1,0,
dsgdb9nsd_002313,C6H8O,7,C1,0,0,1,0,0,0,1,3,1,1,0,
dsgdb9nsd_002315,C6H9N,7,C1,0,0,0,1,0,0,1,2,2,1,0,
dsgdb9nsd_002316,C5H8N2,7,C1,0,0,0,2,0,0,1,1,2,1,0,
dsgdb9nsd_002317,C6H8O,7,C1,0,1,0,0,0,0,1,3,2,0,0,
dsgdb9nsd_002318,C5H7NO,7,C1,0,1,0,1,0,0,1,2,2,0,0,
dsgdb9nsd_002319,C6H10O,7,C1,1,0,0,0,0,0,0,3,2,1,0,
dsgdb9nsd_002320,C5H9NO,7,C1,1,0,0,0,1,0,0,3,1,1,0,
dsgdb9nsd_002321,C5H8O2,7,C1,1,0,1,0,0,0,0,3,1,1,0,
dsgdb9nsd_002322,C5H9NO,7,C1,1,0,0,1,0,0,0,2,2,1,0,
dsgdb9nsd_002323,C5H9NO,7,C1,1,0,0,0,1,0,0,3,1,1,0,
dsgdb9nsd_002324,C5H8O2,7,C1,1,0,1,0,0,0,0,3,1,1,0,
dsgdb9nsd_002325,C5H9NO,7,C1,1,0,0,1,0,0,0,2,2,1,0,
dsgdb9nsd_002326,C5H8O2,7,C1,1,1,0,0,0,0,0,3,2,0,0,
dsgdb9nsd_002327,C4H7NO2,7,C1,1,1,0,0,1,0,0,3,1,0,0,
dsgdb9nsd_002328,C4H7NO2,7,C1,0,1,1,0,1,0,0,3,1,0,0,
dsgdb9nsd_002329,C4H6O3,7,C1,1,1,1,0,0,0,0,3,1,0,0,
dsgdb9nsd_002348,C6H10O,7,C1,1,0,0,0,0,0,1,1,3,1,0,
dsgdb9nsd_002349,C5H8O2,7,C1,1,0,1,0,0,0,1,1,2,1,0,
dsgdb9nsd_002350,C5H8O2,7,C1,1,0,1,0,0,0,1,1,2,1,0,
dsgdb9nsd_002351,C5H9NO,7,C1,1,0,0,1,0,0,1,0,3,1,0,
dsgdb9nsd_002352,C5H9NO,7,C1,1,0,0,0,0,1,1,1,3,0,0,
dsgdb9nsd_002353,C4H7NO2,7,C1,1,0,1,0,0,1,1,1,2,0,0,
dsgdb9nsd_002354,C4H7NO2,7,C1,1,0,1,0,0,1,1,1,2,0,0,
dsgdb9nsd_002355,C4H8N2O,7,C1,1,0,0,1,0,1,1,0,3,0,0,
dsgdb9nsd_002356,C4H7NO2,7,C1,1,1,0,0,1,0,1,1,2,0,0,
dsgdb9nsd_002357,C4H7NO2,7,C1,1,1,0,0,1,0,1,1,2,0,0,
dsgdb9nsd_002374,C5H8O2,7,C1,1,1,0,0,0,0,1,2,1,1,0,
dsgdb9nsd_002375,C6H10O,7,C1,1,0,0,0,0,0,1,2,1,2,0,
dsgdb9nsd_002376,C5H9NO,7,C1,1,0,0,0,0,1,1,2,1,1,0,
dsgdb9nsd_002377,C5H9NO,7,C1,1,0,0,1,0,0,1,1,1,2,0,
dsgdb9nsd_002378,C4H8N2O,7,C1,1,0,0,1,0,1,1,1,1,1,0,
dsgdb9nsd_002379,C5H9NO,7,C1,1,0,0,0,1,0,1,2,0,2,0,
dsgdb9nsd_002380,C4H8N2O,7,C1,1,0,0,0,1,1,1,2,0,1,0,
dsgdb9nsd_002381,C5H8O2,7,C1,1,0,1,0,0,0,1,2,0,2,0,
dsgdb9nsd_002382,C4H7NO2,7,C1,1,0,1,0,0,1,1,2,0,1,0,
dsgdb9nsd_002383,C5H9NO,7,C1,1,0,0,1,0,0,1,1,1,2,0,
dsgdb9nsd_002384,C4H8N2O,7,C1,1,0,0,1,0,1,1,1,1,1,0,
dsgdb9nsd_002385,C4H7NO2,7,C1,1,1,0,0,0,1,1,2,1,0,0,
dsgdb9nsd_002386,C4H7NO2,7,C1,1,1,0,0,0,1,1,2,1,0,0,
dsgdb9nsd_002387,C7H12,7,C1,0,0,0,0,0,0,1,0,6,0,0,
dsgdb9nsd_002388,C6H10O,7,CS,0,0,1,0,0,0,1,0,5,0,0,
dsgdb9nsd_002389,C6H10O,7,C1,0,0,1,0,0,0,1,0,5,0,0,
dsgdb9nsd_002390,C5H8O2,7,CS,0,0,2,0,0,0,1,0,4,0,0,
dsgdb9nsd_002391,C5H8O2,7,C1,0,0,2,0,0,0,1,0,4,0,0,
dsgdb9nsd_002392,C7H12,7,C1,0,0,0,0,0,0,1,1,4,1,0,
dsgdb9nsd_002393,C6H10O,7,C1,0,0,1,0,0,0,1,1,3,1,0,
dsgdb9nsd_002394,C6H10O,7,C1,0,0,1,0,0,0,1,1,3,1,0,
dsgdb9nsd_002395,C5H9NO,7,C1,0,0,1,0,1,0,1,1,2,1,0,
dsgdb9nsd_002396,C6H10O,7,C1,0,0,1,0,0,0,1,1,3,1,0,
dsgdb9nsd_002397,C5H8O2,7,C1,0,0,2,0,0,0,1,1,2,1,0,
dsgdb9nsd_002398,C5H9NO,7,C1,0,0,1,1,0,0,1,0,3,1,0,
dsgdb9nsd_002399,C6H10O,7,C1,0,1,0,0,0,0,1,1,4,0,0,
dsgdb9nsd_002400,C5H8O2,7,C1,0,1,1,0,0,0,1,1,3,0,0,
dsgdb9nsd_002401,C5H8O2,7,C1,0,1,1,0,0,0,1,1,3,0,0,
dsgdb9nsd_002402,C6H8O,7,C1,1,0,0,0,0,0,1,3,1,1,0,
dsgdb9nsd_002403,C5H7NO,7,CS,1,0,0,0,1,0,1,3,0,1,0,
dsgdb9nsd_002404,C5H6O2,7,CS,1,0,1,0,0,0,1,3,0,1,0,
dsgdb9nsd_002405,C5H7NO,7,C1,1,0,0,1,0,0,1,2,1,1,0,
dsgdb9nsd_002406,C5H6O2,7,C1,1,1,0,0,0,0,1,3,1,0,0,
dsgdb9nsd_002407,C4H5NO2,7,CS,1,1,0,0,1,0,1,3,0,0,0,
dsgdb9nsd_002408,C4H4O3,7,CS,1,1,1,0,0,0,1,3,0,0,0,
dsgdb9nsd_002409,C7H12,7,C1,0,0,0,0,0,0,0,4,1,2,0,
dsgdb9nsd_002410,C6H10O,7,C1,0,1,0,0,0,0,0,4,1,1,0,
dsgdb9nsd_002411,C6H10O,7,C1,0,0,1,0,0,0,0,4,0,2,0,
dsgdb9nsd_002412,C5H8O2,7,C1,0,1,1,0,0,0,0,4,0,1,0,
dsgdb9nsd_002413,C5H9NO,7,C1,0,1,0,1,0,0,0,3,1,1,0,
dsgdb9nsd_002414,C5H8O2,7,C1,0,2,0,0,0,0,0,4,1,0,0,
dsgdb9nsd_002415,C4H7NO2,7,C1,0,2,0,0,1,0,0,4,0,0,0,
dsgdb9nsd_002416,C4H6O3,7,C1,0,2,1,0,0,0,0,4,0,0,0,
dsgdb9nsd_002417,C7H10,7,C1,0,0,0,0,0,0,1,3,2,1,0,
dsgdb9nsd_002419,C6H8O,7,C1,0,0,1,0,0,0,1,3,1,1,0,
dsgdb9nsd_002420,C6H9N,7,C1,0,0,0,1,0,0,1,2,2,1,0,
dsgdb9nsd_002421,C5H8N2,7,C1,0,0,0,0,2,0,1,3,0,1,0,
dsgdb9nsd_002422,C5H7NO,7,C1,0,0,1,0,1,0,1,3,0,1,0,
dsgdb9nsd_002423,C6H8O,7,C1,0,0,1,0,0,0,1,3,1,1,0,
dsgdb9nsd_002424,C5H7NO,7,C1,0,0,1,0,1,0,1,3,0,1,0,
dsgdb9nsd_002425,C5H6O2,7,CS,0,0,2,0,0,0,1,3,0,1,0,
dsgdb9nsd_002426,C6H8O,7,C1,0,1,0,0,0,0,1,3,2,0,0,
dsgdb9nsd_002427,C5H6O2,7,C1,0,1,1,0,0,0,1,3,1,0,0,
dsgdb9nsd_002428,C5H7NO,7,C1,0,1,0,1,0,0,1,2,2,0,0,
dsgdb9nsd_002429,C7H10,7,C1,0,0,0,0,0,0,1,3,2,1,0,
dsgdb9nsd_002430,C6H9N,7,C1,0,0,0,1,0,0,1,2,2,1,0,
dsgdb9nsd_002431,C6H9N,7,C1,0,0,0,1,0,0,1,2,2,1,0,
dsgdb9nsd_002432,C6H8O,7,C1,0,0,1,0,0,0,1,3,1,1,0,
dsgdb9nsd_002433,C6H9N,7,C1,0,0,0,1,0,0,1,2,2,1,0,
dsgdb9nsd_002434,C6H8O,7,C1,0,0,1,0,0,0,1,3,1,1,0,
dsgdb9nsd_002435,C6H8O,7,C1,0,1,0,0,0,0,1,3,2,0,0,
dsgdb9nsd_002436,C5H6O2,7,C1,0,1,1,0,0,0,1,3,1,0,0,
dsgdb9nsd_002437,C5H7NO,7,C1,0,1,0,1,0,0,1,2,2,0,0,
dsgdb9nsd_002438,C7H10,7,CS,0,0,0,0,0,0,0,4,3,0,0,
dsgdb9nsd_002439,C5H7NO,7,CS,0,0,1,1,0,0,0,3,2,0,0,
dsgdb9nsd_002440,C6H8O,7,C1,0,0,1,0,0,0,0,4,2,0,0,
dsgdb9nsd_002441,C7H12,7,CS,0,0,0,0,0,0,0,2,5,0,0,
dsgdb9nsd_002442,C6H10O,7,CS,0,0,1,0,0,0,0,2,4,0,0,
dsgdb9nsd_002443,C6H10O,7,C1,0,0,1,0,0,0,0,2,4,0,0,
dsgdb9nsd_002444,C5H8O2,7,CS,0,0,2,0,0,0,0,2,3,0,0,
dsgdb9nsd_002445,C6H10O,7,CS,0,0,1,0,0,0,0,2,4,0,0,
dsgdb9nsd_002446,C5H9NO,7,C1,0,0,1,1,0,0,0,1,4,0,0,
dsgdb9nsd_002447,C5H8O2,7,CS,0,0,2,0,0,0,0,2,3,0,0,
dsgdb9nsd_002449,C4H5NO2,7,C1,0,0,2,0,1,0,1,2,1,0,0,
dsgdb9nsd_002450,C6H8O,7,CS,1,0,0,0,0,0,1,2,3,0,0,
dsgdb9nsd_002451,C5H7NO,7,C1,1,0,0,0,1,0,1,2,2,0,0,
dsgdb9nsd_002452,C5H6O2,7,C1,1,0,1,0,0,0,1,2,2,0,0,
dsgdb9nsd_002453,C5H7NO,7,C1,1,0,0,1,0,0,1,1,3,0,0,
dsgdb9nsd_002454,C5H7NO,7,CS,1,0,0,0,1,0,1,2,2,0,0,
dsgdb9nsd_002455,C5H6O2,7,CS,1,0,1,0,0,0,1,2,2,0,0,
dsgdb9nsd_002456,C4H6N2O,7,C1,1,0,0,0,2,0,1,2,1,0,0,
dsgdb9nsd_002457,C4H5NO2,7,C1,1,0,1,0,1,0,1,2,1,0,0,
dsgdb9nsd_002458,C4H4O3,7,CS,1,0,2,0,0,0,1,2,1,0,0,
dsgdb9nsd_002459,C7H10,7,C1,0,0,0,0,0,0,1,3,2,1,0,
dsgdb9nsd_002460,C6H9N,7,C1,0,0,0,0,1,0,1,3,1,1,0,
dsgdb9nsd_002461,C6H8O,7,C1,0,0,1,0,0,0,1,3,1,1,0,
dsgdb9nsd_002462,C5H7NO,7,C1,0,0,1,1,0,0,1,2,1,1,0,
dsgdb9nsd_002463,C4H6N2O,7,C1,0,0,1,1,0,1,1,2,1,0,0,
dsgdb9nsd_002464,C7H12,7,CS,0,0,0,0,0,0,0,3,3,1,0,
dsgdb9nsd_002465,C6H10O,7,C1,0,0,1,0,0,0,0,3,2,1,0,
dsgdb9nsd_002466,C6H10O,7,CS,0,0,1,0,0,0,0,3,2,1,0,
dsgdb9nsd_002467,C5H8O2,7,CS,0,0,2,0,0,0,0,3,1,1,0,
dsgdb9nsd_002468,C5H9NO,7,CS,0,0,1,1,0,0,0,2,2,1,0,
dsgdb9nsd_002469,C6H10O,7,C1,0,1,0,0,0,0,0,3,3,0,0,
dsgdb9nsd_002470,C5H9NO,7,C1,0,1,0,1,0,0,0,2,3,0,0,
dsgdb9nsd_002471,C5H9NO,7,CS,0,1,0,0,1,0,0,3,2,0,0,
dsgdb9nsd_002472,C5H8O2,7,C1,0,1,1,0,0,0,0,3,2,0,0,
dsgdb9nsd_002473,C5H7NO,7,CS,0,0,1,0,1,0,1,2,2,0,0,
dsgdb9nsd_002474,C6H8O,7,C1,1,0,0,0,0,0,1,2,3,0,0,
dsgdb9nsd_002475,C5H6O2,7,C1,1,0,1,0,0,0,1,2,2,0,0,
dsgdb9nsd_002476,C5H7NO,7,CS,1,0,0,1,0,0,1,1,3,0,0,
dsgdb9nsd_002477,C5H7NO,7,C1,1,0,0,0,1,0,1,2,2,0,0,
dsgdb9nsd_002478,C5H6O2,7,CS,1,0,1,0,0,0,1,2,2,0,0,
dsgdb9nsd_002479,C7H10,7,C1,0,0,0,0,0,0,1,3,2,1,0,
dsgdb9nsd_002480,C6H8O,7,C1,0,0,1,0,0,0,1,3,1,1,0,
dsgdb9nsd_002481,C7H12,7,C1,0,0,0,0,0,0,0,3,3,1,0,
dsgdb9nsd_002482,C6H10O,7,C1,0,0,1,0,0,0,0,3,2,1,0,
dsgdb9nsd_002484,C6H10O,7,C1,0,1,0,0,0,0,0,3,3,0,0,
dsgdb9nsd_002485,C5H8O2,7,C1,0,1,1,0,0,0,0,3,2,0,0,
dsgdb9nsd_002486,C7H10,7,C1,0,0,0,0,0,0,1,3,2,1,0,
dsgdb9nsd_002487,C6H9N,7,C1,0,0,0,1,0,0,1,2,2,1,0,
dsgdb9nsd_002488,C6H8O,7,C1,0,0,1,0,0,0,1,3,1,1,0,
dsgdb9nsd_002489,C6H9N,7,C1,0,0,0,1,0,0,1,2,2,1,0,
dsgdb9nsd_002490,C6H8O,7,C1,0,1,0,0,0,0,1,3,2,0,0,
dsgdb9nsd_002491,C5H7NO,7,C1,0,1,0,1,0,0,1,2,2,0,0,
dsgdb9nsd_002492,C7H4,7,C1,0,0,0,0,0,0,3,4,0,0,0,
dsgdb9nsd_002493,C6H3N,7,CS,0,0,0,1,0,0,3,3,0,0,0,
dsgdb9nsd_002495,C5H3NO,7,C1,1,0,0,1,0,0,2,3,0,0,0,
dsgdb9nsd_002496,C4H2N2O,7,C1,1,0,0,2,0,0,2,2,0,0,0,
dsgdb9nsd_002497,C5H4O2,7,C1,2,0,0,0,0,0,1,4,0,0,0,
dsgdb9nsd_002498,C3H6N4,7,C1,0,0,0,1,3,0,0,3,0,0,0,
dsgdb9nsd_002499,C3H5N3O,7,C1,1,0,0,1,2,0,0,3,0,0,0,
dsgdb9nsd_002500,C3H4N2O2,7,C1,2,0,0,1,1,0,0,3,0,0,0,
dsgdb9nsd_002501,C3H3NO3,7,C1,3,0,0,1,0,0,0,3,0,0,0,
dsgdb9nsd_002502,C4H7N3,7,C1,0,0,0,2,1,0,2,0,0,2,0,
dsgdb9nsd_002503,C7H8,7,C1,0,0,0,0,0,0,2,3,1,1,0,
dsgdb9nsd_002504,C6H7N,7,C1,0,0,0,1,0,0,2,2,1,1,0,
dsgdb9nsd_002505,C5H6N2,7,C1,0,0,0,2,0,0,2,1,1,1,0,
dsgdb9nsd_002507,C4H5N3,7,C1,0,0,0,2,1,0,2,1,0,1,0,
dsgdb9nsd_002508,C6H6O,7,C1,0,0,1,0,0,0,2,3,0,1,0,
dsgdb9nsd_002509,C5H5NO,7,C1,0,0,1,1,0,0,2,2,0,1,0,
dsgdb9nsd_002510,C4H4N2O,7,C1,0,0,1,2,0,0,2,1,0,1,0,
dsgdb9nsd_002511,C6H6O,7,C1,0,1,0,0,0,0,2,3,1,0,0,
dsgdb9nsd_002512,C5H5NO,7,C1,0,1,0,1,0,0,2,2,1,0,0,
dsgdb9nsd_002513,C4H8N2O,7,C1,1,0,0,1,1,0,1,1,0,2,0,
dsgdb9nsd_002515,C5H7NO,7,C1,1,0,0,1,0,0,1,2,1,1,0,
dsgdb9nsd_002516,C5H7NO,7,C1,1,0,0,0,1,0,1,3,0,1,0,
dsgdb9nsd_002517,C4H6N2O,7,C1,1,0,0,1,1,0,1,2,0,1,0,
dsgdb9nsd_002518,C5H6O2,7,C1,1,0,1,0,0,0,1,3,0,1,0,
